Entry ID,Title,Phase 1,Phase 2,Phase 3,Affiliation,Section,Personnel,Geography,Keywords,Project Area Focus,Project Type,Project Status,Additional Keywords
365,Project 365 Title,True,False,False,INDEPENDENT,NATURAL,LGBTQ leadership,China,"CARE, KNOWLEDGE",Central America,"Panel or Event, Exhibition","Complete, unpublished","eapskyswav, zdjzfoenf, muxgvvjlrp, dqhib, zhnvxhwhdw, icwd, qwhfyd, qouqx"
366,Project 366 Title,True,False,False,Stanford University,"COLLECTIVE INTELLIGENCE, NATURAL, COLLECTIVE",Female leadership,China,"WASTE, ECOLOGY",Non-Spatial or Dislocated,"Panel or Event, Image or Drawing","Complete, unpublished","rxvipije, twdxjqibu, wviceuvwj, ovqznuxmt, jttzx, utbpu, mprwdmpenh, lfrsmddc, nyipvobvh, ccxmfigs"
367,Project 367 Title,True,False,False,Oxford University,NATURAL,Under 35 years old,Canada,SCIENCE,Europe,Panel or Event,Preliminary Proposal,"ewwtdibb, ghlcog, hhwmlqgv, dsgnet, bway, iklvsq, eepsfmb, hgjljd, rlzst"
368,Project 368 Title,True,False,False,Harvard University,"OUT, ARTIFICIAL, NATURAL INTELLIGENCE",Under 35 years old,Brazil,"WASTE, METHOD, DIGITAL","Asia, Central America",Model or Maquette,Preliminary Proposal,"evylt, mjoalexqfd, eukhh, ckjkoge"
369,Project 369 Title,True,False,False,INDEPENDENT,"OUT, END, COLLECTIVE INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",USA,METHOD,Oceania,"Outdoor Installation, Panel or Event","Complete, published or exhibited before","buzncuzme, vmxbit, ldtizxxt"
370,Project 370 Title,True,False,False,Stanford University,"OUT, COLLECTIVE INTELLIGENCE","Disability perspective, Female leadership, Student leadership",Canada,ECOLOGY,North America,Other,"Complete, unpublished","nwtsboirh, wamhnvz, ambq, iufk, mhlosfjf, cezzourno, amugcpp, oncurtnat"
371,Project 371 Title,True,False,False,Oxford University,"OUT, COLLECTIVE INTELLIGENCE","Under 35 years old, Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",Japan,BIOMIMICRY,"Non-Spatial or Dislocated, Oceans, Ice, and Atmosphere","Outdoor Installation, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","fqayb, kilcabr, uxfiffgql"
372,Project 372 Title,True,False,False,INDEPENDENT,"NATURAL INTELLIGENCE, ARTIFICIAL INTELLIGENCE, NATURAL","Disability perspective, LGBTQ leadership",Canada,SOLIDARITY,Planetary,"Outdoor Installation, Essay","Complete, published or exhibited before","qeftbwn, snmyzu, cmbdl, glkwhije, zwnpmsdimj, subhtyioxq, kqntobrxrv, xkvgorlp"
373,Project 373 Title,True,False,False,MIT,COLLECTIVE INTELLIGENCE,"Female leadership, LGBTQ leadership, Student leadership",Japan,TECHNOLOGY,"South America, Oceans, Ice, and Atmosphere","Model or Maquette, Image or Drawing","Complete, published or exhibited before","jncqqcxds, eriqk, ptofuktvga, bgalncewlo, euenyms, mmuq, okiopsgl, vymqqbrart, sjrvrxzt"
374,Project 374 Title,True,False,False,Harvard University,INTRO,LGBTQ leadership,Brazil,"SCIENCE, BODY, JUSTICE","South America, Oceania","Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","xagv, ddnqu, vjtkba, lntjfluw, uuxcara, hdey, vgfcbvh, iiplrcw, angkpvcf"
375,Project 375 Title,True,False,False,MIT,"COLLECTIVE INTELLIGENCE, OUT","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old, Female leadership",Brazil,CONSTRUCTION,"Oceans, Ice, and Atmosphere","Other, Essay","Complete, unpublished","tpypw, xehodphu, eyxw, gieb, mrfjnbg, myog, dqahbtztp, ysfcovt"
376,Project 376 Title,True,False,False,INDEPENDENT,NATURAL,"Female leadership, Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",Canada,"LOGISTICS, WASTE, ENERGY",North America,"Other, Outdoor Installation","Complete, unpublished","ocfljggrg, hxxvfqj, hhxhl, sombwvjtg, savbobsa, jdta, nmyczpdyqy, hakljreii"
377,Project 377 Title,True,False,False,Oxford University,"COLLECTIVE, COLLECTIVE INTELLIGENCE",Insights from the Global South,Australia,"SCIENCE, METHOD, COMMONS",Planetary,Essay,"Complete, unpublished","nczdi, pmxpnljob, rwyqm, dggega, qjkioxysxn, qgufw, kvfwxetg, efborfeuz"
378,Project 378 Title,True,False,False,Harvard University,"COLLECTIVE INTELLIGENCE, ARTIFICIAL","Under 35 years old, LGBTQ leadership",UK,"DIGITAL, SCIENCE","Sub-Saharan Africa, South America",Video,In Progress,"vjscdbkwyn, pxzvb, fvfloxh, xjspfh, mzee, dpfjbududa, xjcptb, mnrnlmkdc, dhplrzip"
379,Project 379 Title,True,False,False,Harvard University,"NATURAL, COLLECTIVE, INTRO","Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Female leadership",USA,JUSTICE,Outer Space,"Augmented Reality, Virtual Reality, or other Experience, Outdoor Installation","Complete, published or exhibited before","zsnacese, wjpqsbeyds, htyathqtq, opaao, oopxctynfm, taspwrj, refzjd, cvsxg, fqqrtuftk"
380,Project 380 Title,True,False,False,INDEPENDENT,NATURAL,"Transnational (immigrant, refugee, multicultural) perspective",Australia,ECOLOGY,Central America,"Essay, Panel or Event","Complete, unpublished","gphatazdo, gojkdi, eepxpg, plubjrzoh, ovqvoh, mzjkri, sjug, vwwkgimgm, cyjxempsil"
381,Project 381 Title,True,False,False,INDEPENDENT,"ARTIFICIAL INTELLIGENCE, INTRO, ARTIFICIAL",Disability perspective,South Africa,DIGITAL,Middle East and North Africa,"Outdoor Installation, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","ybcga, oxncdttj, hzqiirikr"
382,Project 382 Title,True,False,False,Oxford University,"ARTIFICIAL INTELLIGENCE, NATURAL","Female leadership, Disability perspective, Transnational (immigrant, refugee, multicultural) perspective",Brazil,"CARE, PLANET, TERRITORY",Caribbean,"Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"yuqbmbjkk, ajxbyg, oxejsf, aurudulpkl, amup, seatdztsd, fkespaxzgx, pdojnu, ykxy"
383,Project 383 Title,True,False,False,INDEPENDENT,NATURAL,"Disability perspective, Insights from the Global South",USA,"BODY, WASTE",Planetary,"Exhibition, Essay",In Progress,"nazlz, bywpuj, aehmf, hqfr, fxfb, ajzrqrc"
384,Project 384 Title,True,False,False,INDEPENDENT,"OUT, INTRO","Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South",UK,"PLANET, METHOD, TECHNOLOGY",Asia,Image or Drawing,In Progress,"uxdaiyj, zmryo, ktbzqejho, bnnsmf, jrluynk, vsovqtkhic, fxptinqix"
385,Project 385 Title,True,False,False,MIT,"END, COLLECTIVE, NATURAL INTELLIGENCE",Under 35 years old,Brazil,"CARBON, PUBLIC, TECHNOLOGY",Middle East and North Africa,"Outdoor Installation, Model or Maquette","Complete, published or exhibited before","ptqaz, iwvr, vdufri, pahzi"
386,Project 386 Title,True,False,False,Oxford University,"ARTIFICIAL, ARTIFICIAL INTELLIGENCE","Insights from the Global South, LGBTQ leadership",Canada,"KNOWLEDGE, BODY",Planetary,"Exhibition, Image or Drawing","Complete, unpublished","nkfuahxbsy, qcnf, qzki, xhejv, wqxhlhge"
387,Project 387 Title,True,False,False,Oxford University,"ARTIFICIAL, COLLECTIVE","Student leadership, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",USA,"PRACTICE, SOLIDARITY, BIOMIMICRY",Planetary,"Other, Augmented Reality, Virtual Reality, or other Experience",In Progress,"teosfwpyx, ifkaigorkl, ecqwgznzy"
388,Project 388 Title,True,False,False,Harvard University,"COLLECTIVE INTELLIGENCE, NATURAL, ARTIFICIAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South, LGBTQ leadership",Brazil,"EDUCATION, PUBLIC, TRADITION",Middle East and North Africa,Essay,In Progress,"ehsekqvwh, uhqs, bjmeo, jkdesyjahr, muuyhpw"
389,Project 389 Title,True,False,False,Stanford University,"NATURAL, ARTIFICIAL INTELLIGENCE, COLLECTIVE INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",Canada,"BIOMIMICRY, ENERGY",South America,"Model or Maquette, Outdoor Installation","Complete, published or exhibited before","niutw, thvvndpta, cebeox, ruirs"
390,Project 390 Title,True,False,False,Oxford University,"COLLECTIVE, ARTIFICIAL","Female leadership, LGBTQ leadership, Insights from the Global South",Australia,CARBON,"Middle East and North Africa, South America","Essay, Outdoor Installation","Complete, unpublished","lowyy, nxjk, ygoovi"
391,Project 391 Title,True,False,False,Harvard University,ARTIFICIAL,Female leadership,Brazil,CARBON,"North America, South America","Exhibition, Model or Maquette","Complete, unpublished","kirnmplru, xbid, bwtbphdxto, zqqbmjry, fzmv"
392,Project 392 Title,True,False,False,INDEPENDENT,COLLECTIVE,"Female leadership, Disability perspective",USA,"TRADITION, ENERGY",Non-Spatial or Dislocated,Outdoor Installation,In Progress,"dtipj, kzpybrypxf, yodl, oqgwjlw"
393,Project 393 Title,True,False,False,Harvard University,"INTRO, END",LGBTQ leadership,South Africa,"BIOMIMICRY, DIGITAL","North America, Central America","Exhibition, Essay",Preliminary Proposal,"gktl, ljxbjscde, vtmvditvar, kfhqentlb, dikc, qwuras, vsbat"
394,Project 394 Title,True,False,False,MIT,"ARTIFICIAL, COLLECTIVE INTELLIGENCE, INTRO","LGBTQ leadership, Female leadership",South Africa,"URBAN, METHOD","Oceans, Ice, and Atmosphere","Other, Video",In Progress,"hpijssavx, iqcoxe, qrxxxnw, iouh, fgqeirc, mjyqkrm, qlkjyaxkf, pkbe, pkrjufmr, ytbk"
395,Project 395 Title,True,False,False,INDEPENDENT,END,"Female leadership, Transnational (immigrant, refugee, multicultural) perspective",USA,"ECOLOGY, WASTE, TECHNOLOGY",Oceania,"Model or Maquette, Outdoor Installation","Complete, published or exhibited before","zwopw, ciwce, zqdx, hfsgdcm, lhxonogt, ocweawtuc"
396,Project 396 Title,True,False,False,INDEPENDENT,"OUT, NATURAL INTELLIGENCE","Female leadership, Disability perspective, Under 35 years old",Australia,COMMONS,"Oceans, Ice, and Atmosphere, Europe","Image or Drawing, Exhibition",In Progress,"aknwhto, oispj, frlrel, tgepzadz, mrks, nvuvumviv, mzqmcljuuu"
397,Project 397 Title,True,False,False,INDEPENDENT,NATURAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",Germany,"LOGISTICS, WASTE",Central America,"Other, Video",Preliminary Proposal,"xrgs, ooxhxdkx, vvjbbwcq, obztlfy, ipdzjvww, odcuvsvcz"
398,Project 398 Title,True,False,False,Stanford University,OUT,"Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",Canada,"CARBON, WASTE, PLANET","Asia, North America",Video,"Complete, published or exhibited before","nyaqb, ykog, whgbfpp, nsljzl, cjdyrjgrh, qzzlpbltri, nlzlh, holjdz, rinvdbzg"
399,Project 399 Title,True,False,False,Harvard University,ARTIFICIAL INTELLIGENCE,LGBTQ leadership,Canada,"EDUCATION, LOGISTICS","Oceans, Ice, and Atmosphere, Central America","Image or Drawing, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"bkgonxdlcv, lpsxfkgs, maaibzqcrg, sddvllqy, ckelpq"
400,Project 400 Title,True,False,False,Stanford University,NATURAL,"Student leadership, Disability perspective, Under 35 years old",USA,"LOGISTICS, ENERGY, PRACTICE","Caribbean, Central America","Exhibition, Model or Maquette","Complete, published or exhibited before","unktjpca, vqqyjd, vrik, vqvfgzaoxa, gkcs, yibmm, svjjcps, waswv"
401,Project 401 Title,True,False,False,Oxford University,"ARTIFICIAL INTELLIGENCE, COLLECTIVE, NATURAL INTELLIGENCE","LGBTQ leadership, Female leadership, Student leadership",Canada,"SCIENCE, TECHNOLOGY","Oceans, Ice, and Atmosphere","Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","okkbgqy, hoxdajfw, gxyalf, kktvt"
402,Project 402 Title,True,False,False,Harvard University,"OUT, INTRO",Female leadership,Canada,"TERRITORY, PLANET, METHOD",Europe,Panel or Event,"Complete, published or exhibited before","wjpeje, yylbwrb, hbyyzctdhr"
403,Project 403 Title,True,False,False,MIT,"COLLECTIVE, INTRO, ARTIFICIAL INTELLIGENCE","Insights from the Global South, Student leadership",UK,"DIGITAL, PUBLIC, KNOWLEDGE",Planetary,Image or Drawing,In Progress,"bszemoduvg, mycgx, ezbwxfr, kbztnqj, bdlpspgksh, aqlwli, sxignclj, maye, eoeur"
404,Project 404 Title,True,False,False,INDEPENDENT,"INTRO, NATURAL","LGBTQ leadership, Insights from the Global South, Disability perspective",China,BODY,"Europe, Outer Space","Exhibition, Panel or Event",Preliminary Proposal,"qoel, qpkzl, fozufjclj, pcqwpn"
405,Project 405 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, END, COLLECTIVE INTELLIGENCE","Student leadership, Under 35 years old",China,"EDUCATION, BIOMIMICRY",South America,"Essay, Other","Complete, published or exhibited before","pgah, hmbme, nylsr, nlzmsed"
406,Project 406 Title,True,False,False,Stanford University,"COLLECTIVE, COLLECTIVE INTELLIGENCE, END",Student leadership,Canada,"TERRITORY, CARBON",Central America,"Augmented Reality, Virtual Reality, or other Experience, Video",In Progress,"guiss, qxfjkp, xsgodsw, ljtdih, kpmf, sqebdimec, npfumjs, afigxy, pzsmzw"
407,Project 407 Title,True,False,False,Harvard University,"END, NATURAL, COLLECTIVE INTELLIGENCE","LGBTQ leadership, Student leadership",Germany,"TRADITION, TERRITORY",North America,"Model or Maquette, Video",In Progress,"ojww, ygaakh, hdnfezh, ijlkrjmgin"
408,Project 408 Title,True,False,False,Stanford University,"NATURAL, ARTIFICIAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",USA,"KNOWLEDGE, TERRITORY","Oceans, Ice, and Atmosphere, Oceania",Essay,"Complete, published or exhibited before","ethxwkvm, uedprm, aphvart, eticgazo, zgrit, yfkqizh"
409,Project 409 Title,True,False,False,Harvard University,"COLLECTIVE, END, OUT","Insights from the Global South, LGBTQ leadership",India,"SOLIDARITY, CARBON",Oceania,Image or Drawing,In Progress,"uvkfwki, uddgzvxr, icyyeumdsb, zxqokzgvky"
410,Project 410 Title,True,False,False,INDEPENDENT,NATURAL,"Student leadership, Insights from the Global South, Disability perspective",South Africa,"SOLIDARITY, TERRITORY, KNOWLEDGE",Planetary,Outdoor Installation,In Progress,"osrxwmslns, ozxkliz, wmpo, uqeigxu"
411,Project 411 Title,True,False,False,INDEPENDENT,"COLLECTIVE, OUT",Student leadership,Canada,PRACTICE,"Asia, Oceania","Other, Image or Drawing",In Progress,"bacecl, zeglljknhl, klvgqfhzrz"
412,Project 412 Title,True,False,False,INDEPENDENT,"INTRO, ARTIFICIAL, NATURAL","Student leadership, Transnational (immigrant, refugee, multicultural) perspective",UK,"CARE, SCIENCE, PRACTICE",Non-Spatial or Dislocated,Outdoor Installation,Preliminary Proposal,"qkspwg, hrjpnzfs, czss, btns, ubxaonbu, orrxgltm, ktouindr, sfmxs"
413,Project 413 Title,True,False,False,MIT,NATURAL,Insights from the Global South,Japan,"SCIENCE, ENERGY","Sub-Saharan Africa, Asia",Essay,Preliminary Proposal,"jiwsdfjv, pbmad, gyjjpanqiy, jcyiyvkdn, uifkevi, hvigeyy, nofahp, ekja"
414,Project 414 Title,True,False,False,Stanford University,ARTIFICIAL INTELLIGENCE,"Disability perspective, Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective",India,BODY,"Outer Space, South America","Video, Model or Maquette",In Progress,"ftviaxc, qcjn, vpirjdwngk, brhfzzj, ipyufop, cazky, kduxkpyxro, yjgn, zrdduvm, vbpitr"
415,Project 415 Title,True,False,False,Stanford University,"ARTIFICIAL INTELLIGENCE, NATURAL INTELLIGENCE","LGBTQ leadership, Female leadership, Insights from the Global South",South Africa,CARE,"North America, Planetary",Essay,In Progress,"otqcad, hlfgacyac, hndqwep, ktidd, rkrexnx, atlsygjtmq, sumnaczcn, ntjwjzlr, ooyhcce, rhcftanq"
416,Project 416 Title,True,False,False,INDEPENDENT,"NATURAL, COLLECTIVE INTELLIGENCE","Disability perspective, Transnational (immigrant, refugee, multicultural) perspective",Australia,"MATERIALS, URBAN",Oceania,"Augmented Reality, Virtual Reality, or other Experience, Other",Preliminary Proposal,"wwuw, jeqa, khtbo, cogwqirp, ypghgncde"
417,Project 417 Title,True,False,False,INDEPENDENT,NATURAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South, Under 35 years old",China,"CONSTRUCTION, TRADITION","Sub-Saharan Africa, Central America",Outdoor Installation,"Complete, unpublished","mivuvqwsw, xnixwayioh, shnzlrtjp, xscqrkwbqq"
418,Project 418 Title,True,False,False,INDEPENDENT,END,"Insights from the Global South, Under 35 years old",India,"PLANET, MATERIALS, COMMONS","Sub-Saharan Africa, Asia","Exhibition, Panel or Event","Complete, unpublished","wumzopnbv, jxolhjvn, vceyuemf"
419,Project 419 Title,True,False,False,Stanford University,"ARTIFICIAL INTELLIGENCE, END, OUT","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old, Female leadership",UK,WASTE,"Middle East and North Africa, Sub-Saharan Africa","Panel or Event, Other",Preliminary Proposal,"uldmb, ylousi, avfr, qbdw, uhwskfqkpq"
420,Project 420 Title,True,False,False,MIT,ARTIFICIAL,"Insights from the Global South, Under 35 years old",UK,"PUBLIC, KNOWLEDGE, LOGISTICS","Outer Space, Oceania","Video, Model or Maquette",In Progress,"ntnebau, bnyfzfe, vsxb, vjbhmo, dxga, vxvzx"
421,Project 421 Title,True,False,False,Stanford University,NATURAL INTELLIGENCE,Disability perspective,Canada,"TERRITORY, SCIENCE","Central America, Planetary","Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","ksqpya, xohyswwsjo, mtgipqw, tapcfj, fqnsmfoa, gkmihpj, wudzx, ctiktmt, wchuhwwkk, uxod"
422,Project 422 Title,True,False,False,Stanford University,"OUT, END, ARTIFICIAL INTELLIGENCE","Insights from the Global South, Under 35 years old",UK,PRACTICE,"Sub-Saharan Africa, Oceans, Ice, and Atmosphere","Image or Drawing, Essay",In Progress,"hrnnfx, ummwthpt, igowfwblz, mnrzcraz"
423,Project 423 Title,True,False,False,MIT,NATURAL,"Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective, Female leadership",USA,"PRACTICE, LABOR, URBAN",Middle East and North Africa,"Panel or Event, Essay","Complete, published or exhibited before","lospxypt, zddudabwi, nzqkggnyoy, ktlq"
424,Project 424 Title,True,False,False,Stanford University,ARTIFICIAL INTELLIGENCE,Disability perspective,USA,"ECOLOGY, TRADITION, LOGISTICS","Asia, Central America","Augmented Reality, Virtual Reality, or other Experience",In Progress,"tutnogt, dtshwvht, lahnbi, azqqvlzta, jwrsdgsge, fkmlvwdg"
425,Project 425 Title,True,False,False,Stanford University,"NATURAL INTELLIGENCE, COLLECTIVE, ARTIFICIAL INTELLIGENCE","Student leadership, Transnational (immigrant, refugee, multicultural) perspective",Germany,"TECHNOLOGY, JUSTICE, TERRITORY",Europe,Image or Drawing,In Progress,"wnzu, ooflcubmc, ohmdaciazt, zrap"
426,Project 426 Title,True,False,False,Stanford University,ARTIFICIAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective",Canada,"PUBLIC, BIOMIMICRY, CARBON",Planetary,"Panel or Event, Essay","Complete, unpublished","dzftxwg, pqrr, scuzvfs, mympv, ddvg, vpcup, cfzvffkhd"
427,Project 427 Title,True,False,False,Oxford University,INTRO,"LGBTQ leadership, Transnational (immigrant, refugee, multicultural) perspective, Student leadership",UK,"COMMONS, PLANET, ENERGY",Non-Spatial or Dislocated,Model or Maquette,"Complete, published or exhibited before","bgppkxwu, whtpqc, fnen"
428,Project 428 Title,True,False,False,Stanford University,"COLLECTIVE, ARTIFICIAL INTELLIGENCE","LGBTQ leadership, Student leadership, Under 35 years old",Australia,"CONSTRUCTION, COMMONS, JUSTICE","Middle East and North Africa, Oceania",Other,"Complete, unpublished","ggolzyioqm, djlpsjt, jbbrn, ndvmjnqq, ybvrqpobd, pmcc, cmgaewog, pzaoxmpv, ritudesf, bvapjgr"
